file,#v,#c,#l
r50k5/50.558.2.cnf, 50, 558, 2790
r50k5/50.974.2.cnf, 50, 974, 4870
r50k5/50.581.2.cnf, 50, 581, 2905
r50k5/50.906.2.cnf, 50, 906, 4530
r50k5/50.206.2.cnf, 50, 206, 1030
r50k5/50.65.1.cnf, 50, 65, 325
r50k5/50.172.2.cnf, 50, 172, 860
r50k5/50.743.0.cnf, 50, 743, 3715
r50k5/50.559.1.cnf, 50, 559, 2795
r50k5/50.256.0.cnf, 50, 256, 1280
r50k5/50.659.0.cnf, 50, 659, 3295
r50k5/50.314.2.cnf, 50, 314, 1570
r50k5/50.406.0.cnf, 50, 406, 2030
r50k5/50.903.1.cnf, 50, 903, 4515
r50k5/50.400.1.cnf, 50, 400, 2000
r50k5/50.302.1.cnf, 50, 302, 1510
r50k5/50.737.1.cnf, 50, 737, 3685
r50k5/50.982.0.cnf, 50, 982, 4910
r50k5/50.403.2.cnf, 50, 403, 2015
r50k5/50.739.0.cnf, 50, 739, 3695
r50k5/50.894.0.cnf, 50, 894, 4470
r50k5/50.702.0.cnf, 50, 702, 3510
r50k5/50.489.0.cnf, 50, 489, 2445
r50k5/50.5.2.cnf, 50, 5, 25
r50k5/50.244.0.cnf, 50, 244, 1220
r50k5/50.407.2.cnf, 50, 407, 2035
r50k5/50.799.1.cnf, 50, 799, 3995
r50k5/50.693.2.cnf, 50, 693, 3465
r50k5/50.259.0.cnf, 50, 259, 1295
r50k5/50.1017.2.cnf, 50, 1017, 5085
r50k5/50.1057.2.cnf, 50, 1057, 5285
r50k5/50.276.2.cnf, 50, 276, 1380
r50k5/50.509.0.cnf, 50, 509, 2545
r50k5/50.995.1.cnf, 50, 995, 4975
r50k5/50.810.2.cnf, 50, 810, 4050
r50k5/50.19.2.cnf, 50, 19, 95
r50k5/50.55.2.cnf, 50, 55, 275
r50k5/50.929.1.cnf, 50, 929, 4645
r50k5/50.672.0.cnf, 50, 672, 3360
r50k5/50.960.1.cnf, 50, 960, 4800
r50k5/50.971.2.cnf, 50, 971, 4855
r50k5/50.815.1.cnf, 50, 815, 4075
r50k5/50.57.2.cnf, 50, 57, 285
r50k5/50.461.2.cnf, 50, 461, 2305
r50k5/50.49.2.cnf, 50, 49, 245
r50k5/50.891.1.cnf, 50, 891, 4455
r50k5/50.830.2.cnf, 50, 830, 4150
r50k5/50.710.0.cnf, 50, 710, 3550
r50k5/50.970.1.cnf, 50, 970, 4850
r50k5/50.157.1.cnf, 50, 157, 785
r50k5/50.44.0.cnf, 50, 44, 220
r50k5/50.1037.1.cnf, 50, 1037, 5185
r50k5/50.453.2.cnf, 50, 453, 2265
r50k5/50.930.2.cnf, 50, 930, 4650
r50k5/50.48.2.cnf, 50, 48, 240
r50k5/50.813.1.cnf, 50, 813, 4065
r50k5/50.407.0.cnf, 50, 407, 2035
r50k5/50.850.0.cnf, 50, 850, 4250
r50k5/50.910.1.cnf, 50, 910, 4550
r50k5/50.360.0.cnf, 50, 360, 1800
r50k5/50.309.0.cnf, 50, 309, 1545
r50k5/50.467.1.cnf, 50, 467, 2335
r50k5/50.498.1.cnf, 50, 498, 2490
r50k5/50.336.1.cnf, 50, 336, 1680
r50k5/50.1074.0.cnf, 50, 1074, 5370
r50k5/50.901.0.cnf, 50, 901, 4505
r50k5/50.726.0.cnf, 50, 726, 3630
r50k5/50.1051.2.cnf, 50, 1051, 5255
r50k5/50.660.1.cnf, 50, 660, 3300
r50k5/50.731.0.cnf, 50, 731, 3655
r50k5/50.318.2.cnf, 50, 318, 1590
r50k5/50.673.2.cnf, 50, 673, 3365
r50k5/50.774.1.cnf, 50, 774, 3870
r50k5/50.331.0.cnf, 50, 331, 1655
r50k5/50.887.0.cnf, 50, 887, 4435
r50k5/50.97.1.cnf, 50, 97, 485
r50k5/50.734.1.cnf, 50, 734, 3670
r50k5/50.287.2.cnf, 50, 287, 1435
r50k5/50.145.1.cnf, 50, 145, 725
r50k5/50.616.2.cnf, 50, 616, 3080
r50k5/50.110.1.cnf, 50, 110, 550
r50k5/50.820.0.cnf, 50, 820, 4100
r50k5/50.312.0.cnf, 50, 312, 1560
r50k5/50.373.0.cnf, 50, 373, 1865
r50k5/50.839.0.cnf, 50, 839, 4195
r50k5/50.618.2.cnf, 50, 618, 3090
r50k5/50.194.0.cnf, 50, 194, 970
r50k5/50.61.0.cnf, 50, 61, 305
r50k5/50.12.2.cnf, 50, 12, 60
r50k5/50.519.1.cnf, 50, 519, 2595
r50k5/50.633.2.cnf, 50, 633, 3165
r50k5/50.747.1.cnf, 50, 747, 3735
r50k5/50.68.1.cnf, 50, 68, 340
r50k5/50.1024.2.cnf, 50, 1024, 5120
r50k5/50.554.1.cnf, 50, 554, 2770
r50k5/50.732.1.cnf, 50, 732, 3660
r50k5/50.402.2.cnf, 50, 402, 2010
r50k5/50.293.1.cnf, 50, 293, 1465
r50k5/50.912.1.cnf, 50, 912, 4560
r50k5/50.948.2.cnf, 50, 948, 4740
r50k5/50.67.2.cnf, 50, 67, 335
r50k5/50.93.0.cnf, 50, 93, 465
r50k5/50.704.2.cnf, 50, 704, 3520
r50k5/50.268.2.cnf, 50, 268, 1340
r50k5/50.584.1.cnf, 50, 584, 2920
r50k5/50.218.0.cnf, 50, 218, 1090
r50k5/50.426.2.cnf, 50, 426, 2130
r50k5/50.329.0.cnf, 50, 329, 1645
r50k5/50.728.1.cnf, 50, 728, 3640
r50k5/50.687.0.cnf, 50, 687, 3435
r50k5/50.941.0.cnf, 50, 941, 4705
r50k5/50.279.1.cnf, 50, 279, 1395
r50k5/50.703.0.cnf, 50, 703, 3515
r50k5/50.79.2.cnf, 50, 79, 395
r50k5/50.922.2.cnf, 50, 922, 4610
r50k5/50.285.2.cnf, 50, 285, 1425
r50k5/50.152.1.cnf, 50, 152, 760
r50k5/50.272.1.cnf, 50, 272, 1360
r50k5/50.824.0.cnf, 50, 824, 4120
r50k5/50.403.0.cnf, 50, 403, 2015
r50k5/50.676.2.cnf, 50, 676, 3380
r50k5/50.926.2.cnf, 50, 926, 4630
r50k5/50.428.2.cnf, 50, 428, 2140
r50k5/50.174.2.cnf, 50, 174, 870
r50k5/50.414.0.cnf, 50, 414, 2070
r50k5/50.467.0.cnf, 50, 467, 2335
r50k5/50.981.2.cnf, 50, 981, 4905
r50k5/50.190.0.cnf, 50, 190, 950
r50k5/50.482.1.cnf, 50, 482, 2410
r50k5/50.620.0.cnf, 50, 620, 3100
r50k5/50.397.2.cnf, 50, 397, 1985
r50k5/50.878.1.cnf, 50, 878, 4390
r50k5/50.841.2.cnf, 50, 841, 4205
r50k5/50.196.0.cnf, 50, 196, 980
r50k5/50.687.2.cnf, 50, 687, 3435
r50k5/50.344.0.cnf, 50, 344, 1720
r50k5/50.679.0.cnf, 50, 679, 3395
r50k5/50.266.2.cnf, 50, 266, 1330
r50k5/50.27.1.cnf, 50, 27, 135
r50k5/50.112.2.cnf, 50, 112, 560
r50k5/50.1125.0.cnf, 50, 1125, 5625
r50k5/50.688.2.cnf, 50, 688, 3440
r50k5/50.994.2.cnf, 50, 994, 4970
r50k5/50.687.1.cnf, 50, 687, 3435
r50k5/50.512.1.cnf, 50, 512, 2560
r50k5/50.350.2.cnf, 50, 350, 1750
r50k5/50.806.1.cnf, 50, 806, 4030
r50k5/50.113.0.cnf, 50, 113, 565
r50k5/50.421.0.cnf, 50, 421, 2105
r50k5/50.887.2.cnf, 50, 887, 4435
r50k5/50.961.0.cnf, 50, 961, 4805
r50k5/50.344.1.cnf, 50, 344, 1720
r50k5/50.51.0.cnf, 50, 51, 255
r50k5/50.720.1.cnf, 50, 720, 3600
r50k5/50.432.0.cnf, 50, 432, 2160
r50k5/50.699.0.cnf, 50, 699, 3495
r50k5/50.134.0.cnf, 50, 134, 670
r50k5/50.143.1.cnf, 50, 143, 715
r50k5/50.717.0.cnf, 50, 717, 3585
r50k5/50.492.1.cnf, 50, 492, 2460
r50k5/50.415.2.cnf, 50, 415, 2075
r50k5/50.534.2.cnf, 50, 534, 2670
r50k5/50.425.0.cnf, 50, 425, 2125
r50k5/50.433.0.cnf, 50, 433, 2165
r50k5/50.967.1.cnf, 50, 967, 4835
r50k5/50.886.0.cnf, 50, 886, 4430
r50k5/50.232.1.cnf, 50, 232, 1160
r50k5/50.777.2.cnf, 50, 777, 3885
r50k5/50.528.1.cnf, 50, 528, 2640
r50k5/50.740.2.cnf, 50, 740, 3700
r50k5/50.519.0.cnf, 50, 519, 2595
r50k5/50.901.2.cnf, 50, 901, 4505
r50k5/50.985.0.cnf, 50, 985, 4925
r50k5/50.29.1.cnf, 50, 29, 145
r50k5/50.1055.1.cnf, 50, 1055, 5275
r50k5/50.946.0.cnf, 50, 946, 4730
r50k5/50.642.2.cnf, 50, 642, 3210
r50k5/50.125.0.cnf, 50, 125, 625
r50k5/50.127.2.cnf, 50, 127, 635
r50k5/50.939.1.cnf, 50, 939, 4695
r50k5/50.195.0.cnf, 50, 195, 975
r50k5/50.706.1.cnf, 50, 706, 3530
r50k5/50.608.0.cnf, 50, 608, 3040
r50k5/50.370.1.cnf, 50, 370, 1850
r50k5/50.401.2.cnf, 50, 401, 2005
r50k5/50.527.2.cnf, 50, 527, 2635
r50k5/50.387.1.cnf, 50, 387, 1935
r50k5/50.907.0.cnf, 50, 907, 4535
r50k5/50.783.0.cnf, 50, 783, 3915
r50k5/50.486.1.cnf, 50, 486, 2430
r50k5/50.670.2.cnf, 50, 670, 3350
r50k5/50.645.2.cnf, 50, 645, 3225
r50k5/50.596.2.cnf, 50, 596, 2980
r50k5/50.1037.2.cnf, 50, 1037, 5185
r50k5/50.456.0.cnf, 50, 456, 2280
r50k5/50.855.1.cnf, 50, 855, 4275
r50k5/50.889.1.cnf, 50, 889, 4445
r50k5/50.414.1.cnf, 50, 414, 2070
r50k5/50.577.2.cnf, 50, 577, 2885
r50k5/50.771.0.cnf, 50, 771, 3855
r50k5/50.606.2.cnf, 50, 606, 3030
r50k5/50.551.0.cnf, 50, 551, 2755
r50k5/50.604.2.cnf, 50, 604, 3020
r50k5/50.496.2.cnf, 50, 496, 2480
r50k5/50.301.2.cnf, 50, 301, 1505
r50k5/50.447.1.cnf, 50, 447, 2235
r50k5/50.111.0.cnf, 50, 111, 555
r50k5/50.211.0.cnf, 50, 211, 1055
r50k5/50.348.2.cnf, 50, 348, 1740
r50k5/50.381.2.cnf, 50, 381, 1905
r50k5/50.493.1.cnf, 50, 493, 2465
r50k5/50.909.2.cnf, 50, 909, 4545
r50k5/50.786.2.cnf, 50, 786, 3930
r50k5/50.82.0.cnf, 50, 82, 410
r50k5/50.1076.2.cnf, 50, 1076, 5380
r50k5/50.860.0.cnf, 50, 860, 4300
r50k5/50.934.2.cnf, 50, 934, 4670
r50k5/50.507.2.cnf, 50, 507, 2535
r50k5/50.361.1.cnf, 50, 361, 1805
r50k5/50.152.2.cnf, 50, 152, 760
r50k5/50.481.1.cnf, 50, 481, 2405
r50k5/50.528.0.cnf, 50, 528, 2640
r50k5/50.637.2.cnf, 50, 637, 3185
r50k5/50.675.1.cnf, 50, 675, 3375
r50k5/50.246.0.cnf, 50, 246, 1230
r50k5/50.725.0.cnf, 50, 725, 3625
r50k5/50.996.0.cnf, 50, 996, 4980
r50k5/50.366.0.cnf, 50, 366, 1830
r50k5/50.102.1.cnf, 50, 102, 510
r50k5/50.859.0.cnf, 50, 859, 4295
r50k5/50.495.2.cnf, 50, 495, 2475
r50k5/50.101.2.cnf, 50, 101, 505
r50k5/50.741.2.cnf, 50, 741, 3705
r50k5/50.455.2.cnf, 50, 455, 2275
r50k5/50.765.2.cnf, 50, 765, 3825
r50k5/50.298.1.cnf, 50, 298, 1490
r50k5/50.317.1.cnf, 50, 317, 1585
r50k5/50.539.1.cnf, 50, 539, 2695
r50k5/50.300.0.cnf, 50, 300, 1500
r50k5/50.397.1.cnf, 50, 397, 1985
r50k5/50.62.0.cnf, 50, 62, 310
r50k5/50.745.1.cnf, 50, 745, 3725
r50k5/50.634.0.cnf, 50, 634, 3170
r50k5/50.35.2.cnf, 50, 35, 175
r50k5/50.1019.2.cnf, 50, 1019, 5095
r50k5/50.434.1.cnf, 50, 434, 2170
r50k5/50.200.0.cnf, 50, 200, 1000
r50k5/50.953.2.cnf, 50, 953, 4765
r50k5/50.399.2.cnf, 50, 399, 1995
r50k5/50.1011.0.cnf, 50, 1011, 5055
r50k5/50.692.0.cnf, 50, 692, 3460
r50k5/50.729.1.cnf, 50, 729, 3645
r50k5/50.253.1.cnf, 50, 253, 1265
r50k5/50.965.0.cnf, 50, 965, 4825
r50k5/50.338.2.cnf, 50, 338, 1690
r50k5/50.753.2.cnf, 50, 753, 3765
r50k5/50.749.0.cnf, 50, 749, 3745
r50k5/50.821.2.cnf, 50, 821, 4105
r50k5/50.303.2.cnf, 50, 303, 1515
r50k5/50.109.1.cnf, 50, 109, 545
r50k5/50.56.1.cnf, 50, 56, 280
r50k5/50.6.0.cnf, 50, 6, 30
r50k5/50.955.0.cnf, 50, 955, 4775
r50k5/50.1011.1.cnf, 50, 1011, 5055
r50k5/50.777.1.cnf, 50, 777, 3885
r50k5/50.905.0.cnf, 50, 905, 4525
r50k5/50.221.2.cnf, 50, 221, 1105
r50k5/50.1008.0.cnf, 50, 1008, 5040
r50k5/50.263.0.cnf, 50, 263, 1315
r50k5/50.549.0.cnf, 50, 549, 2745
r50k5/50.397.0.cnf, 50, 397, 1985
r50k5/50.277.2.cnf, 50, 277, 1385
r50k5/50.774.0.cnf, 50, 774, 3870
r50k5/50.599.0.cnf, 50, 599, 2995
r50k5/50.757.1.cnf, 50, 757, 3785
r50k5/50.780.2.cnf, 50, 780, 3900
r50k5/50.596.0.cnf, 50, 596, 2980
r50k5/50.197.1.cnf, 50, 197, 985
r50k5/50.852.0.cnf, 50, 852, 4260
r50k5/50.278.1.cnf, 50, 278, 1390
r50k5/50.353.1.cnf, 50, 353, 1765
r50k5/50.99.2.cnf, 50, 99, 495
r50k5/50.308.1.cnf, 50, 308, 1540
r50k5/50.376.2.cnf, 50, 376, 1880
r50k5/50.451.2.cnf, 50, 451, 2255
r50k5/50.149.2.cnf, 50, 149, 745
r50k5/50.963.2.cnf, 50, 963, 4815
r50k5/50.181.2.cnf, 50, 181, 905
r50k5/50.141.0.cnf, 50, 141, 705
r50k5/50.300.1.cnf, 50, 300, 1500
r50k5/50.533.1.cnf, 50, 533, 2665
r50k5/50.96.2.cnf, 50, 96, 480
r50k5/50.899.1.cnf, 50, 899, 4495
r50k5/50.672.1.cnf, 50, 672, 3360
r50k5/50.866.0.cnf, 50, 866, 4330
r50k5/50.106.1.cnf, 50, 106, 530
r50k5/50.39.0.cnf, 50, 39, 195
r50k5/50.986.2.cnf, 50, 986, 4930
r50k5/50.884.2.cnf, 50, 884, 4420
r50k5/50.435.1.cnf, 50, 435, 2175
r50k5/50.720.2.cnf, 50, 720, 3600
r50k5/50.661.2.cnf, 50, 661, 3305
r50k5/50.636.2.cnf, 50, 636, 3180
r50k5/50.30.0.cnf, 50, 30, 150
r50k5/50.944.2.cnf, 50, 944, 4720
r50k5/50.690.2.cnf, 50, 690, 3450
r50k5/50.1.1.cnf, 50, 1, 5
r50k5/50.239.1.cnf, 50, 239, 1195
r50k5/50.275.2.cnf, 50, 275, 1375
r50k5/50.20.2.cnf, 50, 20, 100
r50k5/50.5.0.cnf, 50, 5, 25
r50k5/50.916.1.cnf, 50, 916, 4580
r50k5/50.233.1.cnf, 50, 233, 1165
r50k5/50.896.2.cnf, 50, 896, 4480
r50k5/50.136.0.cnf, 50, 136, 680
r50k5/50.733.2.cnf, 50, 733, 3665
r50k5/50.292.2.cnf, 50, 292, 1460
r50k5/50.8.1.cnf, 50, 8, 40
r50k5/50.533.2.cnf, 50, 533, 2665
r50k5/50.770.2.cnf, 50, 770, 3850
r50k5/50.364.2.cnf, 50, 364, 1820
r50k5/50.74.2.cnf, 50, 74, 370
r50k5/50.287.0.cnf, 50, 287, 1435
r50k5/50.664.2.cnf, 50, 664, 3320
r50k5/50.54.1.cnf, 50, 54, 270
r50k5/50.65.0.cnf, 50, 65, 325
r50k5/50.951.2.cnf, 50, 951, 4755
r50k5/50.278.2.cnf, 50, 278, 1390
r50k5/50.836.1.cnf, 50, 836, 4180
r50k5/50.561.0.cnf, 50, 561, 2805
r50k5/50.51.1.cnf, 50, 51, 255
r50k5/50.222.0.cnf, 50, 222, 1110
r50k5/50.562.0.cnf, 50, 562, 2810
r50k5/50.651.2.cnf, 50, 651, 3255
r50k5/50.143.0.cnf, 50, 143, 715
r50k5/50.840.2.cnf, 50, 840, 4200
r50k5/50.252.2.cnf, 50, 252, 1260
r50k5/50.99.0.cnf, 50, 99, 495
r50k5/50.914.2.cnf, 50, 914, 4570
r50k5/50.969.1.cnf, 50, 969, 4845
r50k5/50.918.2.cnf, 50, 918, 4590
r50k5/50.307.0.cnf, 50, 307, 1535
r50k5/50.657.2.cnf, 50, 657, 3285
r50k5/50.807.1.cnf, 50, 807, 4035
r50k5/50.1072.0.cnf, 50, 1072, 5360
r50k5/50.1019.1.cnf, 50, 1019, 5095
r50k5/50.815.2.cnf, 50, 815, 4075
r50k5/50.354.2.cnf, 50, 354, 1770
r50k5/50.150.0.cnf, 50, 150, 750
r50k5/50.1004.0.cnf, 50, 1004, 5020
r50k5/50.877.0.cnf, 50, 877, 4385
r50k5/50.573.2.cnf, 50, 573, 2865
r50k5/50.788.1.cnf, 50, 788, 3940
r50k5/50.761.2.cnf, 50, 761, 3805
